label,text
0,ok...
0,send his number and give reply tomorrow morning for why you said that to him like that ok
1,santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c www.santacalling.com
1,"thanks for your ringtone order, reference number x29. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989180"
0,i'm good. have you registered to vote?
0,all sounds good. fingers . makes it difficult to type
0,hello madam how are you ?
0,why tired what special there you had
0,still in customer place
0,"yes, princess. toledo."
0,"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please"
0,havent planning to buy later. i check already lido only got 530 show in e afternoon. u finish work already?
0,desires- u going to doctor 4 liver. and get a bit stylish. get ur hair managed. thats it.
0,me fine..absolutly fine
0,ho ho - big belly laugh! see ya tomo
0,omg how did u know what i ate?
0,i'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
0,i will be gentle baby! soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
0,i'm hungry buy smth home...
0,see? i thought it all through
0,meet you in corporation st outside gap … you can see how my mind is working!
1,"hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
0,gain the rights of a wife.dont demand it.i am trying as husband too.lets see
0,i dont know ask to my brother. nothing problem some thing that. just i told .
0,ugh just got outta class
0,me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit...
1,network operator. the service is free. for t & c's visit 80488.biz
0,"ok., is any problem to u frm him? wats matter?"
0,nice.nice.how is it working?
0,please leave this topic..sorry for telling that..
1,<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min
0,"a swt thought: ""nver get tired of doing little things 4 lovable persons.."" coz..somtimes those little things occupy d biggest part in their hearts.. gud ni8"
0,it took mr owl 3 licks
0,i'm also came to room.
0,a lot of this sickness thing going round. take it easy. hope u feel better soon. lol
0,meeting u is my work. . . tel me when shall i do my work tomorrow
0,"imagine you finally get to sink into that bath after i have put you through your paces, maybe even having you eat me for a while before i left ... but also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... enjoy, my cuck"
1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
0,"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit"
1,"sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop"
1,thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by replying yes or no. if you reply no you will not be charged
0,that was random saw my old roomate on campus. he graduated
0,boo i'm on my way to my moms. she's making tortilla soup. yummmm
0,well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going
0,ok k..sry i knw 2 siva..tats y i askd..
0,imagine life without me... see.. how fast u are searching me?don't worry.. l'm always there to disturb u.. goodnoon..:)
0,k k pa had your lunch aha.
0,"yes obviously, but you are the eggs-pert and the potato head… speak soon!"
0,dunno y u ask me.
0,hi' test on  &lt;#&gt; rd ....
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
0,"sorry, i'll call later"
0,i attended but nothing is there.
0,how many times i told in the stage all use to laugh. you not listen aha.
0,ok set let u noe e details later...
0,no da..today also i forgot..
0,i am going to sleep. i am tired of travel.
0,can not use foreign stamps in this country.
0,"it,,s a taxt massage....tie-pos argh ok! lool!"
0,"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore"
0,i couldn't say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
0,i just really need shit before tomorrow and i know you won't be awake before like 6
0,have you laid your airtel line to rest?
0,do have a nice day today. i love you so dearly.
0,will you be here for food
0,take us out shopping and mark will distract isaiah.=d
0,i luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
0,watching telugu movie..wat abt u?
1,had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out
0,hey what's up charles sorry about the late reply.
0,no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat.
1,"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 £3/wk"
1,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone
0,u coming 2 pick me?
0,"you aren't coming home between class, right? i need to work out and shower!"
0,hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r.
0,"call me. i m unable to cal. lets meet bhaskar, and deep"
0,pls i wont belive god.not only jesus.
0,usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now
0,alright took the morphine. back in yo.
0,i am going to sao mu today. will be done only at 12
0,you still at grand prix?
0,"the affidavit says  &lt;#&gt;  e twiggs st, division g, courtroom  &lt;#&gt; , &lt;time&gt;  am. i'll double check and text you again tomorrow"
0,honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
0,jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
0,wewa is 130. iriver 255. all 128 mb.
0,just taste fish curry :-p
1,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
0,take some small dose tablet for fever
1,you have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). its a legitimat efreefone number wat do u think???
0,normally i use to drink more water daily:)
0,you will be in the place of that man
0,"oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up..."
0,i'm glad. you are following your dreams.
0,i calls you later. afternoon onwords mtnl service get problem in south mumbai. i can hear you but you cann't listen me.
0,"aight, i'm chillin in a friend's room so text me when you're on the way"
0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
1,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline
0,in which place do you want da.
0,good morning princess! have a great day!
0,where are the garage keys? they aren't on the bookshelf
1,"urgent, important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting for you"
0,so when do you wanna gym?
0,otherwise had part time job na-tuition..
0,i could ask carlos if we could get more if anybody else can chip in
0,yup ü not comin :-(
0,hmm...my uncle just informed me that he's paying the school directly. so pls buy food.
0,congrats kano..whr s the treat maga?
0,i am 6 ft. we will be a good combination!
0,hi. happy new year. i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. thanks
0,olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. hopefully they dont ignore that.
0,i've reached sch already...
0,i love ya too but try and budget your money better babe. gary would freak on me if he knew
0,id have to check but there's only like 1 bowls worth left
0,goodnight da thangam i really miss u dear.
0,sos! any amount i can get pls.
0,(you didn't hear it from me)
0,"they can try! they can get lost, in fact. tee hee"
0,ok no prob... i'll come after lunch then...
0,oh k. . i will come tomorrow
0,at bruce b downs &amp; fletcher now
0,i liked your new house
0,i havent lei.. next mon can?
1,dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm
0,1 in cbe. 2 in chennai.
0,"k give me a sec, breaking a  &lt;#&gt;  at cstore"
0,glad to see your reply.
0,"did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy"
0,and by when you're done i mean now
0,went to ganesh dress shop
1,urgent! please call 09061213237 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+
0,tell your friends what you plan to do on valentines day @ &lt;url&gt;
0,ok lar i double check wif da hair dresser already he said wun cut v short. he said will cut until i look nice.
0,"alright if you're sure, let me know when you're leaving"
0,don know. i did't msg him recently.
0,thanks for the temales it was wonderful. thank. have a great week.
0,i'm fine. hope you are also
0,"k i'm ready,  &lt;#&gt; ?"
0,so what u doing today?
0,hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
0,i.ll post her out l8r. in class
0,want to send me a virtual hug?... i need one
0,dear good morning now only i am up
0,"hello. sort of out in town already. that . so dont rush home, i am eating nachos. will let you know eta."
1,ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039.skilgme.tscs087147403231winawk!age16+£1.50perwksub
0,can ü call me at 10:10 to make sure dat i've woken up...
0,"whatever, juliana. do whatever you want."
0,leave it wif me lar... ü wan to carry meh so heavy... is da num 98321561 familiar to ü?
1,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386
0,wanna do some art?! :d
0,hey whats up? u sleeping all morning?
0,"just sent again. do you scream and moan in bed, princess?"
0,yes.. now only saw your message..
0,hey next sun 1030 there's a basic yoga course... at bugis... we can go for that... pilates intro next sat.... tell me what time you r free
1,you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750
1,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv
0,yes there were many sweets
0,total video converter free download type this in google search:)
0,lol for real. she told my dad i have cancer
0,u guys never invite me anywhere :(
0,i wanted to ask ü to wait 4 me to finish lect. cos my lect finishes in an hour anyway.
1,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901
0,that sucks. i'll go over so u can do my hair. you'll do it free right?
0,pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. pls holla back
0,did u find a sitter for kaitlyn? i was sick and slept all day yesterday.
0,allo! we have braved the buses and taken on the trains and triumphed. i mean we‘re in b‘ham. have a jolly good rest of week
0,tired. i haven't slept well the past few nights.
0,or maybe my fat fingers just press all these buttons and it doesn't know what to do.
0,good night. am going to sleep.
1,"hottest pics straight to your phone!! see me getting wet and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx"
0,y bishan lei... i tot ü say lavender?
0,"the table's occupied, i'm waiting by the tree"
0,i'm still looking for a car to buy. and have not gone 4the driving test yet.
1,sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv
0,"i jus hope its true that  missin me cos i'm really missin him! you haven't done anything to feel guilty about, yet."
0,"yes but i dont care! i need you bad, princess!"
0,ha... then we must walk to everywhere... cannot take tram. my cousin said can walk to vic market from our hotel
0,"i prefer my free days... tues, wed, fri oso can... ü ask those workin lor..."
0,din i tell u jus now 420
0,lol grr my mom is taking forever with my prescription. pharmacy is like 2 minutes away. ugh.
0,so li hai... me bored now da lecturer repeating last weeks stuff waste time...
0,"i noe la... u wana pei bf oso rite... k lor, other days den..."
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,"pity, * was in mood for that. so...any other suggestions?"
0,ladies first and genus second k .
0,i hope you that's the result of being consistently intelligent and kind. start asking him about practicum links and keep your ears open and all the best. ttyl
0,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam
0,a pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. so catch the world with your smile..:) goodmorning &amp; have a smiley sunday..:)
0,dont know you bring some food
0,si si. i think ill go make those oreo truffles.
0,thank you. i like you as well...
0,"i wasn't well babe, i have swollen glands at my throat ... what did you end up doing ?"
1,urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or £5000 cash await collection sae t&cs box 326 cw25wx 150ppm
0,thnx dude. u guys out 2nite?
1,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt
0,dont put your phone on silent mode ok
0,"wishing you and your family merry ""x"" mas and happy new year in advance.."
0,are there ta jobs available? let me know please cos i really need to start working
1,"last chance! claim ur £150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. £3.00 sub. 16"
0,you will be in the place of that man
0,what u talking bout early morning? it's almost noon where your at!
0,"so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already"
0,height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-)
0,reverse is cheating. that is not mathematics.
0,not from this campus. are you in the library?
0,let's pool our money together and buy a bunch of lotto tickets. if we win i get &lt;#&gt; % u get &lt;#&gt; %. deal?
0,fffff. can you text kadeem or are you too far gone
0,neshanth..tel me who r u?
1,"double mins & 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia with bluetooth free! call mobileupd8 on 08000839402 or call2optout/hf8"
0,i borrow ur bag ok.
0,"… we r stayin here an extra week, back next wed. how did we do in the rugby this weekend? hi to and and , c u soon """
0,i can call in  &lt;#&gt;  min if thats ok
0,k.i will send in  &lt;#&gt;  min:)
0,in e msg jus now. u said thanks for gift.
0,"today is ""song dedicated day.."" which song will u dedicate for me? send this to all ur valuable frnds but first rply me..."
0,the message sent is askin for  &lt;#&gt; dollars. shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
0,how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.
0,how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx
0,as per your request 'melle melle (oru minnaminunginte nurungu vettam)' has been set as your callertune for all callers. press *9 to copy your friends callertune
0,well its not like you actually called someone a punto. that woulda been worse.
0,lovely smell on this bus and it ain't tobacco...
0,ya very nice. . .be ready on thursday
0,now get step 2 outta the way. congrats again.
0,i have a date on sunday with will!!
0,just getting back home
1,well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50
0,don't look back at the building because you have no coat and i don't want you to get more sick. just hurry home and wear a coat to the gym!!!
0,"i've got ten bucks, jay is being noncomittal"
0,also remember the beads don't come off. ever.
0,mine here like all fr china then so noisy.
0,"haha awesome, i've been to 4u a couple times. who all's coming?"
0,hi there. we have now moved in2 our pub . would be great 2 c u if u cud come up.
0,just trying to figure out when i'm suppose to see a couple different people this week. we said we'd get together but i didn't set dates
0,yar i wanted 2 scold u yest but late already... i where got zhong se qing you? if u ask me b4 he ask me then i'll go out w u all lor. n u still can act so real.
0,jus finish bathing...
0,"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in."
0,"same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter"
0,"ya tel, wats ur problem.."
0,"waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai.........."
0,"whatever, im pretty pissed off."
0,nice line said by a broken heart- plz don't cum 1 more times infront of me... other wise once again i ll trust u... good 9t:)
1,you have won a guaranteed £1000 cash or a £2000 prize.to claim yr prize call our customer service representative on
0,i have to take exam with march 3
0,"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!"
0,enjoy ur life. . good night
0,i want to sent  &lt;#&gt; mesages today. thats y. sorry if i hurts
1,get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only
0,k still are you loving me.
0,"i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? i've cried enough today."
0,or i guess  &lt;#&gt;  min
0,no break time one... how... i come out n get my stuff fr ü?
0,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng
0,then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.
0,i'm stuck in da middle of da row on da right hand side of da lt...
0,got it! it looks scrumptious... daddy wants to eat you all night long!
0,you call times job today ok umma and ask them to speed up
0,lol no ouch but wish i'd stayed out a bit longer
0,i like you peoples very much:) but am very shy pa.
0,"alright, i'll head out in a few minutes, text me where to meet you"
1,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
0,gud mrng dear hav a nice day
0,aiyah then i wait lor. then u entertain me. hee...
0,k sure am in my relatives home. sms me de. pls:-)
0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas"
0,"haha good to hear, i'm officially paid and on the market for an 8th"
0,home so we can always chat
0,"sorry, i'll call later"
0,did u see what i posted on your facebook?
0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
0,"i‘ve got some salt, you can rub it in my open wounds if you like!"
0,"sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
0,"yo, any way we could pick something up tonight?"
0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?"
0,hi this is yijue... it's regarding the 3230 textbook it's intro to algorithms second edition... i'm selling it for $50...
0,ok.ok ok..then..whats ur todays plan
0,"sorry light turned green, i meant another friend wanted  &lt;#&gt;  worth but he may not be around"
0,stop knowing me so well!
0,is ur changes 2 da report big? cos i've already made changes 2 da previous report.
0,do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..
0,we don call like  &lt;#&gt;  times oh. no give us hypertension oh.
0,i am in tirupur.  call you da.
0,are you wet right now?
0,yeah we do totes. when u wanna?
0,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting.. -
0,no * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! loving u
0,going to take your babe out ?
0,"and very importantly, all we discuss is between u and i only."
0,beauty sleep can help ur pimples too.
0,ok.
0,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
0,hey now am free you can call me.
0,your daily text from me – a favour this time
0,i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...
0,"trust me. even if isn't there, its there."
0,u don't remember that old commercial?
0,"no, i decided that only people who care about stuff vote and caring about stuff is for losers"
0,what can i do? might accidant tookplace between somewhere ghodbandar rd. traffic moves slovely. so plz slip &amp; don't worry.
0,unni thank you dear for the recharge..rakhesh
0,great princess! i love giving and receiving oral. doggy style is my fave position. how about you? i enjoy making love  &lt;#&gt;  times per night :)
0,those ducking chinchillas
0,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
0,depends on individual lor e hair dresser say pretty but my parents say look gong. u kaypoh.. i also dunno wat she collecting.
1,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589"
1,"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16"
0,"i'm in a meeting, call me later at"
0,i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-)
0,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
0,same. wana plan a trip sometme then
1,"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,k... must book a not huh? so going for yoga basic on sunday?
0,i love u 2 babe! r u sure everything is alrite. is he being an idiot? txt bak girlie
0,"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago"
0,"yeah that's what i thought, lemme know if anything's goin on later"
0,that depends. how would you like to be treated? :)
0,"awesome question with a cute answer: someone asked a boy ""how is ur life?"" . . he smiled &amp; answered: . . ""she is fine!"" gudnite"
0,rofl betta invest in some  anti aging products
0,convey my regards to him
0,that's significant but dont worry.
0,really good:)dhanush rocks once again:)
0,reverse is cheating. that is not mathematics.
0,just now saw your message.it k da:)
0,hi.what you think about match?
0,ok which your another number
0,done it but internet connection v slow and can‘t send it. will try again later or first thing tomo.
0,"uh, heads up we don't have that much left"
1,"your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call"
0,takin a shower now but yeah i'll leave when i'm done
0,pls come quick cant bare this.
0,but that's on ebay it might be less elsewhere.
0,was it something u ate?
0,"yeah, we got one lined up for us"
1,you are chosen to receive a £350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
0,can you let me know details of fri when u find out cos i'm not in tom or fri. mentionned chinese. thanks
0,so that takes away some money worries
0,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.
0,what time should i tell my friend to be around?
0,just checking in on you. really do miss seeing jeremiah. do have a great month
0,i like to talk pa but am not able to. i dont know y.
0,hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later.
0,in meeting da. i will call you
0,the bus leaves at  &lt;#&gt;
1,loans for any purpose even if you have bad credit! tenants welcome. call noworriesloans.com on 08717111821
0,lol i would but despite these cramps i like being a girl.
1,"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+"
0,thanks for ve lovely wisheds. you rock
0,"sir, waiting for your letter."
0,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...
0,i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love
0,yo! howz u? girls never rang after india. l
0,"sorry, i'll call later"
0,"aldrine, rakhesh ex rtm here.pls call.urgent."
0,"when you get free, call me"
1,"pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on 08000839402 or call2optout/!yhl"
0,and of course you should make a stink!
1,"urgent! last weekend's draw shows that you have won £1000 cash or a spanish holiday! call now 09050000332 to claim. t&c: rstm, sw7 3ss. 150ppm"
1,call freephone 0800 542 0578 now!
0,siva is in hostel aha:-.
0,"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched..."
0,my tuition is at 330. hm we go for the 1120 to 1205 one? do you mind?
0,annoying isn't it.
0,hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx
0,hey check it da. i have listed da.
0,you also didnt get na hi hi hi hi hi
0,thats cool. where should i cum? on you or in you? :)
1,win a £1000 cash prize or a prize worth £5000
0,v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i dont make it hav gd night
0,at what time should i come tomorrow
0,you flippin your shit yet?
1,ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms)
0,there's no point hangin on to mr not right if he's not makin u happy
0,nope... think i will go for it on monday... sorry i replied so late
0,hmm yeah if your not too grooved out! and im looking forward to my pound special :)
0,captain is in our room:)
1,"you are being contacted by our dating service by someone you know! to find out who it is, call from your mobile or landline 09064017305 pobox75ldns7"
0,okay... we wait ah
0,"yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
0,dont gimme that lip caveboy
1,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!
0,my ex-wife was not able to have kids. do you want kids one day?
0,wen did you get so spiritual and deep. that's great
1,"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088"
0,"idc get over here, you are not weaseling your way out of this shit twice in a row"
0,so i could kiss and feel you next to me...
0,i‘m going to try for 2 months ha ha only joking
0,"yeah, probably but not sure. ilol let u know, but personally i wuldnt bother, then again if ur goin to then i mite as well!!"
0,i can't describe how lucky you are that i'm actually awake by noon
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.
0,yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. till 2! but we won't go there! not doing too badly cheers. you?
0,do you mind if i ask what happened? you dont have to say if it is uncomfortable.
1,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
0,u in town alone?
0,i think i am disturbing her da
0,anything lor. juz both of us lor.
0,yo chad which gymnastics class do you wanna take? the site says christians class is full..
0,ok c ü then.
0,am i that much dirty fellow?
0,"yeh i am def up4 something sat,just got payed2day & i havbeen given a£50 pay rise 4my work & havebeen made preschoolco-ordinator 2i am feelingood luv"
0,"it could work, we'll reach a consensus at the next meeting"
0,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come..."
0,none!nowhere ikno doesdiscount!shitinnit
0,sounds like you have many talents! would you like to go on a dinner date next week?
0,"usf i guess, might as well take 1 car"
0,do you like italian food?
0,i wont. so wat's wit the guys
0,"tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, i'll come up"
0,two teams waiting for some players
0,k then 2marrow are you coming to class.
1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
0,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
0,"just checked out, heading out to drop off my stuff now"
1,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts&cs www.smsco.net cost£3.75max
0,no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.
0,"sir, you will receive the account no another 1hr time. sorry for the delay."
0,so are you guys asking that i get that slippers again or its gone with last year
0,hey r ü still online? i've finished the formatting...
0,u havent lost me ill always b here 4u.i didnt intend 2 hurt u but i never knew how u felt about me when iwas+marine&thats what itried2tell urmom.i careabout u
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. pete x
1,"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870."
0,"we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife, out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her  &lt;#&gt; th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love?:-| -the great hari-"
0,how tall are you princess?
1,call 09095350301 and send our girls into erotic ecstacy. just 60p/min. to stop texts call 08712460324 (nat rate)
0,shant disturb u anymore... jia you...
0,do u hav any frnd by name ashwini in ur college?
1,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p
0,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
0,"sorry, i'll call later in meeting any thing related to trade please call arul. &lt;#&gt;"
0,carry on not disturbing both of you
0,usually the body takes care of it buy making sure it doesnt progress. can we pls continue this talk on saturday.
0,cheers for the message zogtorius. ive been staring at my phone for an age deciding whether to text or not.
0,nice talking to you! please dont forget my pix :) i want to see all of you...
0,"uncle g, just checking up on you. do have a rewarding month"
0,ill b down soon
0,the new deus ex game comin early next yr
